,shop,phone,location
3496,미니스톱 대명서로점,053-625-9573,대구 남구 대명11동 1558-20
3497,세븐일레븐봉덕희망점,053-472-0625,대구 남구 봉덕동 595-10번지
3498,복권명당,053-766-2827,대구 수성구 수성동2가 104번지
3499,메트로센터점,053-254-3485,대구 중구 덕산동 88번지 메트로센터C412호
3500,가인안경,053-958-7300,대구 동구 효목동 120-48번지
3501,천하명당복권,053-956-6700,대구 북구 대현동 407-12번지
3502,복권명당,053-963-1703,대구 동구 신기동 125-4
3503,행운복권,053-476-9664,대구 남구 이천동 542-22번지
3504,칠곡스포츠,053-326-7665,대구 북구 태전동 539-1번지
3505,복권명당(동아스포츠점),053-783-4125,대구 수성구 지산동 1258-12번지 1층
3506,이타임 읍내점,053-324-5585,대구 북구 읍내동 1234-66
3507,대진,053-965-9973,대구 동구 율하동 1230번지 훼미리마트
3508,로또대박파티마삼거리,,대구 동구 신암동 620-61 이노PC방
3509,복권명당(세븐신서롯데점),053-952-8544,대구 동구 신서동 621-7 1층 세븐일레븐
3510,복권당첨,053-951-4843,대구 동구 신천동 556-1번지 신천주공상가102동114호
3511,진슈퍼,053-764-8856,대구 수성구 만촌동 636-21 1층 복권판매점
3512,세이브슈퍼,053-753-1010,대구 수성구 범어동 167-7번지
3513,청구마트,053-381-0222,대구 북구 복현동 539-113번지 청구아파트상가108동102호
3514,거봉마트(원고개시장),053-561-9393,대구 서구 평리동 762-3번지
3515,복권나라,053-249-5288,대구 서구 내당4동 411-39번지
3516,복권나라,053-768-7618,대구 수성구 상동 623-6번지
3517,복권명당,053-255-7985,대구 중구 포정동 31-6번지
3518,로또명당셀마트,053-555-9833,대구 서구 내당동 307-1번지
3519,로또복권,053-767-1411,대구 수성구 지산동 543-2 1층 척수장애인협회
3520,복권천국(수성점),053-765-7472,대구 수성구 수성동1가 525-3번지
3521,로또복권판매점,053-383-4422,대구 북구 산격2동 500-1번지 산격대우APT상가 101동 106호
3522,로또일도점,053-321-7491,대구 북구 동천동 912-1번지 일도프라자101호
3523,로또1등봉덕대박집,053-476-6651,대구 남구 봉덕동 956-4
3524,CU칠곡점,053-326-5507,대구 북구 관음동 1386-5번지
3525,모닝마트,053-625-8848,대구 남구 대명동 3052-36번지
3526,가창복권,053-768-8802,대구 달성군 가창면 용계리 69-4
3527,복권나라,053-615-9072,대구 달성군 현풍면 부리 457-2번지
3528,다산종합관리,053-982-7911,대구 동구 용계동 420-6번지
3529,로또복권,053-756-0275,대구 동구 신천4동 312-5 1층 GS25편의점내
3530,왕대박(복권방),053-423-1011,대구 북구 칠성동2가 498-2번지 1층전체
3531,심봤다복권나라,053-283-3033,대구 북구 침산동 826번지
3532,씨스페이스(수성3가점),053-766-9892,대구 수성구 수성동3가 332번지
3533,계대마트,053-584-3468,대구 달서구 신당동 1804-6번지 1층
3534,대박복권,053-641-5478,대구 달성군 다사읍 세천리 1585-2 대구 달성군 세천리 1585-2 1층
3535,GS25(만평점),053-354-0225,대구 서구 비산동 1210-2 GS25만평점
3536,GS25(논공점),053-614-0956,대구 달성군 논공읍 북리 803-129번지
3537,GS대명남로점,053-656-8768,대구 남구 대명5동 1713-2
3538,승차권판매소(북비산점),053-557-2880,대구 서구 비산동 579-3
3539,승차권판매소(화원교도소앞),053-634-2324,대구 달성군 화원읍 천내리 465-2
3540,로또복권,053-622-6263,대구 달서구 두류3동 486-2 삼정그린빌상가 114동101호
3541,황금아파트토큰판매소,053-765-5927,대구 수성구 황금동 368 캐슬골드파크 4단지 1403동 앞 가판
3542,코코편의점,053-782-8377,대구 달성군 옥포면 강림리 575-1 대구 달성군 옥포면 강림리 575-1 1층
3543,로또동호점,053-962-5415,대구 동구 동호동 366-4 1층 CU편의점내
3544,GS로또(남대구IC점),080-555-2525,대구 달서구 월성동 890번지 대구물류터미널 상가동 108-110호 1층 GS25편의점
3545,대박복권,053-0000-0000,대구 달성군 화원읍 천내리 107-7 대구 달성군 성천로24길 1-19 1층
3546,GS25(감삼점),053-566-9315,대구 달서구 감삼동 46-14번지
3547,CU(방촌점),053-983-6555,대구 동구 방촌동 871-20번지
3548,씨스페이스(동구혁신점),053-756-3416,대구 동구 동호동 116-1번지
3549,GS25(신천제일점),053-753-1013,대구 동구 신천동 126-1번지
3550,CU(대구황금초등점),053-763-6033,대구 수성구 황금동 819-14번지 수성우방팔레스
3551,씨스페이스(두산희망점),053-765-5028,대구 수성구 두산동 133-1번지
3552,복권세상,053-351-9440,대구 서구 비산동 883-9번지
3553,팅크잉크토너전문점,053-257-0456,대구 동구 신천동 739-25번지 현대아파트점포5호
3554,왕대박복권게임방,053-584-0645,"대구 달서구 신당동 682-45,47번지"
3555,꽃보다로또,053-352-1730,대구 북구 태전동 993-3 영민빌딩
3556,로또,053-637-0027,대구 달성군 구지면 응암리 1199 반도유보라 상가 황금 부동산 내
3557,럭키하우스,,대구 중구 삼덕동2가 184-1 1층
3558,대한로또,,대구 달성군 매곡리 315 1층 104호
3559,씨스페이스 지산중앙점,,대구 수성구 지산1동 1276-12 씨스페이스 지산중앙점
3560,복권형통,,대구 수성구 범어2동 134-15 1층 복권판매점
3561,나눔로또판매점,,"대구 서구 비산동 434-28 제12호,제8호"
3570,씨스페이스(개나리점),032-468-6171,인천 남동구 구월동 279-6 개나리빌딩 101호
3571,씨스페이스(주안1-2),032-875-9944,인천 미추홀구 주안동 224-1
3572,씨스페이스(부평동아),032-502-9064,인천 부평구 부평동 546-67번지 1층
3573,GS25(계산동경점),032-547-2018,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호
3574,GS25(하이비젼점),032-428-3506,인천 남동구 구월동 1141-7번지 하이비젼빌딩101호
3575,CU(도화향기점),032-867-0725,인천 남구 도화동 119-43 1층 CU
3576,CU(인하대점),032-875-5443,인천 남구 용현동 81-38번지 5호12
3577,CU(신동아점),032-873-1821,인천 남구 학익동 48-131번지
3578,백령로또,,인천 옹진군 백령면 진촌리 740-1번지
3579,일공공일복권방,032-583-1001,인천 서구 석남동 479-11번지
3580,대박찬스,032-874-4630,인천 남구 용현동 139-24번지
3581,복권판매점,032-424-0907,인천 남동구 간석동 269-4 1층 1호
3582,복권마트,032-472-8439,인천 남동구 구월동 7-65번지
3583,대농슈퍼,032-873-2800,인천 남구 주안동 15-2번지
3584,세븐일레븐인천인하대점,032-875-7245,"인천 미추홀구 용현1,4동"
3585,행운 마트,032-888-0812,인천 중구 운남동 507-14번지
3586,서흥로또방,032-766-3639,인천 동구 화평동 350-8번지 1층
3587,알파슈퍼,032-547-2392,인천 계양구 효성동 331-6번지
3588,드림월드복권,032-461-4993,인천 남동구 만수동 869-8번지
3589,한솔복권&마트,032-428-2100,인천 남구 주안동 434-1 1층 1호
3590,복슈퍼,032-551-6829,인천 계양구 계산동 988-56번지
3591,천하명당복권방,032-555-0702,인천 계양구 효성동 305-8번지 1층
3592,찬스복권방,032-526-8707,인천 부평구 부평동 645-46번지 1층
3593,행운복권편의점,032-469-2269,인천 남동구 구월동 1302-2번지
3594,즐거운복권방,032-867-1033,인천 남구 주안동
3595,행운복권,032-422-7911,인천 부평구 십정동 297-3
3596,복권나라(가좌사),032-578-1515,인천 서구 가좌동 129-55번지
3597,복권나라,032-575-5550,인천 서구 석남동 586-2번지
3598,왕대박,032-882-5640,인천 남구 숭의동 105호
3599,복권나라,032-889-2777,인천 중구 신흥동2가 16-37번지
3600,복권천국,032-883-8716,인천 남구 숭의동 201-14번지 외 1필지
3601,복권천국,032-501-1009,인천 부평구 갈산동 172번지 양영빌딩1층
3602,복권전문점,032-502-7960,인천 부평구 청천동 236-20번지
3603,운수대통,032-875-4439,인천 남동구 간석동 616-54번지
3604,노다지복권방,032-261-2149,인천 남구 학익동 264-6번지 외7필지125호
3605,대박복권,032-526-7648,인천 부평구 부평동 610-4번지
3606,복권왕국,032-505-6564,인천 부평구 부개동 259-16번지
3607,세븐일레븐 부평로또점,032-818-6425,인천 부평구 부평동 760-326번지
3608,아킬무역,032-522-1678,인천 부평구 부평동 760-377번지 101호
3609,장미유통,032-541-5708,인천 계양구 작전동 707-12번지
3610,동그라미슈퍼,032-863-0131,인천 남구 주안동 606-4번지
3611,충남상회,032-766-5287,인천 남구 숭의동 106-21번지
3612,에이스복권,032-546-0471,인천 계양구 계산동 917-11번지
3613,LG슈퍼,032-814-2310,인천 연수구 연수동 517-9번지
3614,장군슈퍼,032-834-1533,인천 연수구 옥련동 580-9번지
3615,인천상회,032-766-7437,인천 중구 북성동2가 9-7번지
3616,씨유 송도점,032-833-0089,인천 연수구 옥련1동 540-4 1층 CU
3617,씨유송도프라자,032-214-0789,인천 연수구 송도동 2-6번지 송도프라자108호
3618,제일슈퍼,032-816-5775,인천 연수구 동춘동 937번지 제일상가112호
3619,골든복권,032-821-4209,인천 연수구 연수동 528-13번지
3620,수석슈퍼,032-541-2618,인천 계양구 계산동 939-1번지 상가
3621,가정슈퍼,032-882-9506,인천 남구 도화동 81-5번지
3622,24시슈퍼,032-425-9244,인천 부평구 십정동 279-7번지
3623,단비 복권방,,"인천 부평구 청천2동 301-29 1층111호(청천동,동아타운)"
3624,행운마트,032-429-3278,인천 부평구 십정동 355-18번지
3625,프리마트,032-435-5177,인천 남동구 간석동 395-2번지
3626,신흥엑스포쇼핑,032-583-8531,인천 서구 가좌동 192-86
3627,대박슈퍼,032-521-9492,인천 부평구 부평동 179-14번지
3628,태화복권,032-527-5477,인천 부평구 갈산동 416 태화아파트 상가1층
3629,현대하이퍼,032-772-1675,인천 중구 답동 37-15번지 1층
3630,나랑유통,032-581-5799,인천 서구 가정동 510-17 대경무역2빌딩 102호
3631,L마트,032-577-3679,인천 서구 검암동 524-3 아카데미프라자107호
3632,복권 명가 마트,032-463-0645,인천 남동구 만수동 1075-5번지
3633,경기상회,032-461-1074,인천 남동구 만수동 1041-3 104호
3634,하나복권,032-464-5026,인천 남동구 만수동 906-2번지 세븐일레븐편의점내
3635,부안슈퍼,070-7574-5887,인천 중구 항동1가 2-27번지
3636,원제슈퍼마켓,032-522-5485,인천 부평구 청천동 10-1번지 1층
3637,주경슈퍼,032-523-4581,인천 부평구 부개동 301-31번지
3638,욱일슈퍼,032-514-3255,인천 부평구 일신동 110-5번지
3639,오렌지복권,,인천 남구 주안동 1459 108호
3640,드림복권방,032-882-1800,인천 중구 신흥동 54-7
3641,미니스톱인천효성점,032-547-9341,인천 계양구 효성동 63-2번지
3642,라이프슈퍼,032-549-9685,인천 계양구 용종동 210-1번지 태영프라자106호
3643,월미도매표소,032-772-0034,인천 중구 북성동1가 98-559
3644,버스매표소447,032-765-1454,인천 동구 송림동 50-146
3645,신포시장매표소,032-763-6370,인천 중구 신포동 15-3번지
3646,매표소,032-763-6542,인천 중구 사동 18-45번지
3647,한마음병원앞버스매표소,032-542-9921,인천 계양구 작전동 865-34번지
3648,경영매표소,032-521-8780,인천 부평구 부평동 546-62번지 북인천우체국앞
3649,노타리매표소,032-527-4333,인천 부평구 부평동 549-43번지 가판
3650,매표소(가판대),032-512-2097,인천 부평구 산곡동 2-8 가판 도깨비시장청원B/D앞
3651,매표소,032-514-3276,인천 부평구 산곡동 159-52번지 롯데마트앞
3652,탑포인트부평점,032-519-5586,인천 부평구 부평동 557-1번지 1층
3653,인현동지하가판,032-772-0669,인천 중구 인현동 1-1 가판
3654,버스매표소 복권판매소,032-761-5555,인천 중구 인현동 1-12 중앙로지하상가 163호
3655,프로통신,032-465-4114,인천 남동구 만수동 948-3번지
3656,드림투어 작전,032-544-5900,인천 계양구 작전동 448-7 홈플러스 2층 로또판매점
3657,명동럭키로또,032-811-1145,인천 연수구 선학동 403-34 102호
3658,행운 마트,032-463-6003,인천 남동구 만수동 71-10번지
3659,복권세상,032-542-8612,인천 계양구 작전동 854-15번지
3660,드림존,032-588-2011,인천 동구 송림동 294번지 인천산업용품센터편익상가B-102
3661,모닝프라자,032-462-6464,인천 남동구 남촌동 317-21번지
3662,제일복권,032-764-0888,인천 동구 송림동 31-20번지
3663,경준유통,032-773-6974,인천 중구 용동 152-3번지 1층
3664,홈돌이로또복권,032-870-8080,인천 남동구 간석동 616-3번지 삼성홈플러스간석점2층내
3665,운수대통복권방,,인천 서구 석남동 512-6번지
3666,복권천하,032-542-0232,인천 계양구 임학동 5-44번지
3667,천금복권방,032-873-8943,인천 남구 도화동 633-25번지 cu편의점내
3668,로또명당복권방,032-933-7333,인천 강화군 강화읍 신문리 685-9번지
3669,희성상사,032-422-9590,인천 남구 주안동 1282-8번지
3670,만복래로또복권방,032-888-9777,인천 남구 용현동 627-281번지
3671,드림마트,032-864-9748,인천 남구 주안동 734-4번지
3672,우리상회,032-772-0894,인천 동구 송림동 31-16번지
3673,한일로또,032-764-8566,인천 동구 송림3.5동 64-27
3674,LOTTO가맹점,032-816-7557,인천 연수구 선학동 352
3675,무한대박,032-811-0752,인천 연수구 연수동 571-1번지
3676,씨유인천선학점,032-818-7080,인천 연수구 선학동 357-1 104호
3677,로또복권,032-812-7580,인천 연수구 연수동 634번지 우성2차아파트 앞 도로
3678,한국인세계대박복권,032-831-2459,인천 연수구 옥련동 285번지
3679,로또복권방,032-831-0645,인천 연수구 옥련동 462-12번지 103호
3680,복권방,032-815-4955,"인천 연수구 송도동 149 301동 비 - 107호, 롯데캐슬캠퍼스타운"
3681,김영로또,032-886-0523,인천 옹진군 영흥면 내리 8-165번지
3682,대부복권방,032-746-7799,인천 중구 운서동 2803-1 1동 128-1호
3683,흥부네박터졌네,032-555-7772,인천 계양구 계산동 966-1번지
3684,세븐일레븐 주안역 지하상가점,,"인천 미추홀구 주안1동 235 28,29,46,47호"
