,shop,phone,location,1st,2nd
3424,유원상사,053-587-0415,대구 달성군 다사읍 세천리 1685-1번지 코리아마트세천점,,3.0
3425,복권천국,053-985-0645,대구 동구 방촌동 1118-116번지,,8.0
3426,대운통상,,대구 동구 방촌동 1050-71,,1.0
3427,복권명당신기점,,대구 동구 신기동 44-5번지,,1.0
3428,로또명당(효목점),053-745-6450,대구 동구 효목동 353-8번지,,3.0
3429,돈벼락복권방,053-943-6453,대구 북구 동변동 686번지 1층,2.0,5.0
3430,왕대박복권방,053-313-1011,대구 북구 태전동 155-36번지,1.0,7.0
3431,복권명당,053-952-2249,대구 북구 구암동 671-11,,2.0
3432,대한사,053-357-0710,대구 북구 노원동2가 85-4번지 윤송제네스빌103호,,3.0
3433,대박복권방,053-352-4798,대구 북구 노원동1가 366-1번지,,4.0
3434,복권명당(서변점),053-943-6452,대구 북구 서변동 1739-12번지,,3.0
3435,토큰박스(아카데미),053-427-0641,대구 중구 동성로3가 11-1번지 승강장옆,1.0,3.0
3436,토큰박스수성시장,053-766-3228,대구 수성구 중동 102-1번지,,1.0
3437,금주의명당,053-744-0533,대구 수성구 범어동 333번지,1.0,1.0
3438,토큰박스(하나백화점앞),053-352-6543,대구 북구 노원동2가 386-5번지,,2.0
3439,복권판매소(서문큰장네거리),053-572-1329,대구 서구 내당동 1035-33번지,2.0,6.0
3440,승차권판매소(서구청1호점),053-561-8214,대구 서구 평리동 1230-9번지,2.0,3.0
3441,토큰박스,053-572-5858,대구 서구 내당동 965번지,1.0,3.0
3442,토큰박스(퀸스로드점),053-566-7725,대구 서구 중리동 1136번지 토큰박스,,3.0
3443,이마트24(성서호림),000-000-0000,대구 달서구 호림동 10 이마트24성서호림점,,
3444,코리아로또(계대점),,대구 달서구 신당동 1320-11번지 1층 코리아마트내,,3.0
3445,토큰박스월성2동파출소앞,053-631-7535,대구 달서구 월성동 86-2 대구 달서구 월성동 86-2,,
3446,토큰박스(성당포스코더샵),053-653-5176,대구 달서구 성당동 834 도로가 가판,1.0,1.0
3447,월성동청구코아토큰박스,053-639-4556,대구 달서구 두류1.2동 101-1 CU달구벌두류점,,2.0
3448,다사복권편의점,053-588-9339,대구 달성군 다사읍 죽곡리 809-2번지 102호,1.0,8.0
3449,승차권판매소(두류시장),053-652-1597,대구 달서구 성당동 840 102동 앞 도로가 가판,,2.0
3450,토큰박스7호광장점,053-626-2825,대구 달서구 두류동 493-5번지,1.0,2.0
3451,토큰박스(월촌역),053-622-3327,대구 달서구 송현동 798-243번지,,2.0
3452,효성로또,053-638-0393,대구 달서구 진천동 535-12 1층101호,1.0,4.0
3453,동구시장토큰박스,053-742-5106,대구 동구 효목동 532번지 토큰박스,,1.0
3454,토큰박스동구청,053-957-3209,대구 동구 신암동 100-1 토큰박스,1.0,5.0
3455,씨유 지저동,053-981-9842,대구 동구 지저동 761-48 1층 CU편의잠,1.0,2.0
3456,토큰박스,053-756-1134,대구 동구 신천동 329-15번지 토큰박스,,4.0
3457,토큰판매소,053-957-1397,대구 동구 효목동 956-7번지,1.0,3.0
3458,토큰박스,053-753-0235,대구 수성구 범어동 173-1번지,,
3459,포미나,053-255-0560,대구 중구 남산동 700-66번지,,2.0
3460,동산슈퍼,053-255-0935,대구 중구 동산동 340번지,,1.0
3461,경북윤업사,053-652-9712,대구 남구 대명동 810-4번지,2.0,8.0
3462,코리아마트평리점,053-556-0804,대구 서구 평리동 1492-22번지,,2.0
3463,세진전자통신,053-566-4466,대구 서구 평리동 1094-4번지,16.0,57.0
3464,로또명당,053-323-1313,대구 북구 태전동 1117 1층 102호,1.0,5.0
3465,복권뱅크,053-562-3446,대구 서구 평리동 925-1 1층 복권판매점,,
3466,프랜드리마트,053-353-3550,대구 북구 침산동 531-7번지,,2.0
3467,다모아문구,053-571-8787,대구 서구 평리동 676-7,1.0,4.0
3468,대영복권방,053-264-5534,대구 달서구 진천동 652-4 대구 달서구 진천동652-4,,5.0
3469,세븐로또(진천점),053-639-2355,대구 달서구 진천동 622-2번지 1층 세븐일레븐 내,1.0,3.0
3470,C&S대곡점,053-643-0168,대구 달서구 도원동 1436-9번지 1층,,7.0
3471,디딤돌,053-641-3811,대구 달서구 상인동 1468-10번지,1.0,1.0
3472,화성전기,053-633-7645,대구 달성군 화원읍 천내리 123-3번지,,1.0
3473,서재강변로또,053-591-3747,대구 달성군 다사읍 서재리 58-2번지,6.0,9.0
3474,유성서점,053-383-4546,대구 북구 검단동 887-67번지,,
3475,프랜드리,053-958-0645,대구 동구 신암동 766번지 신암뜨랜채상가111호,1.0,10.0
3476,공항게임방,053-985-5155,대구 동구 지저동 669-41번지,1.0,1.0
3477,NH한삼인,053-744-3456,대구 수성구 상동 28번지,,2.0
3478,로또복현대로점,053-955-0859,대구 북구 복현동 340-2번지,,1.0
3479,미니스톱 대명서로점,053-625-9573,대구 남구 대명11동 1558-20,1.0,2.0
3480,세븐일레븐봉덕희망점,053-472-0625,대구 남구 봉덕동 595-10번지,,4.0
3481,복권명당,053-766-2827,대구 수성구 수성동2가 104번지,1.0,9.0
3482,메트로센터점,053-254-3485,대구 중구 덕산동 88번지 메트로센터C412호,4.0,12.0
3483,가인안경,053-958-7300,대구 동구 효목동 120-48번지,1.0,4.0
3484,천하명당복권,053-956-6700,대구 북구 대현동 407-12번지,,8.0
3485,복권명당,053-963-1703,대구 동구 신기동 125-4,,1.0
3486,행운복권,053-476-9664,대구 남구 이천동 542-22번지,,1.0
3487,칠곡스포츠,053-326-7665,대구 북구 태전동 539-1번지,1.0,5.0
3488,복권명당(동아스포츠점),053-783-4125,대구 수성구 지산동 1258-12번지 1층,1.0,4.0
3489,이타임 읍내점,053-324-5585,대구 북구 읍내동 1234-66,,3.0
3490,대진,053-965-9973,대구 동구 율하동 1230번지 훼미리마트,1.0,7.0
3491,로또대박파티마삼거리,,대구 동구 신암동 620-61 이노PC방,1.0,2.0
3492,복권명당(세븐신서롯데점),053-952-8544,대구 동구 신서동 621-7 1층 세븐일레븐,1.0,3.0
3493,복권당첨,053-951-4843,대구 동구 신천동 556-1번지 신천주공상가102동114호,,1.0
3494,진슈퍼,053-764-8856,대구 수성구 만촌동 636-21 1층 복권판매점,,3.0
3495,세이브슈퍼,053-753-1010,대구 수성구 범어동 167-7번지,1.0,5.0
3496,청구마트,053-381-0222,대구 북구 복현동 539-113번지 청구아파트상가108동102호,1.0,9.0
3497,거봉마트(원고개시장),053-561-9393,대구 서구 평리동 762-3번지,,13.0
3498,복권나라,053-249-5288,대구 서구 내당4동 411-39번지,,6.0
3499,복권나라,053-768-7618,대구 수성구 상동 623-6번지,,3.0
3500,복권명당,053-255-7985,대구 중구 포정동 31-6번지,,2.0
3501,로또명당셀마트,053-555-9833,대구 서구 내당동 307-1번지,,2.0
3502,로또복권,053-767-1411,대구 수성구 지산동 543-2 1층 척수장애인협회,,5.0
3503,복권천국(수성점),053-765-7472,대구 수성구 수성동1가 525-3번지,,5.0
3504,로또복권판매점,053-383-4422,대구 북구 산격2동 500-1번지 산격대우APT상가 101동 106호,,2.0
3505,로또일도점,053-321-7491,대구 북구 동천동 912-1번지 일도프라자101호,1.0,4.0
3506,로또1등봉덕대박집,053-476-6651,대구 남구 봉덕동 956-4,1.0,6.0
3507,CU칠곡점,053-326-5507,대구 북구 관음동 1386-5번지,2.0,14.0
3508,모닝마트,053-625-8848,대구 남구 대명동 3052-36번지,1.0,
3509,가창복권,053-768-8802,대구 달성군 가창면 용계리 69-4,,1.0
3510,복권나라,053-615-9072,대구 달성군 현풍면 부리 457-2번지,,3.0
3511,다산종합관리,053-982-7911,대구 동구 용계동 420-6번지,1.0,8.0
3512,로또복권,053-756-0275,대구 동구 신천4동 312-5 1층 GS25편의점내,,
3513,왕대박(복권방),053-423-1011,대구 북구 칠성동2가 498-2번지 1층전체,,13.0
3514,심봤다복권나라,053-283-3033,대구 북구 침산동 826번지,1.0,5.0
3515,씨스페이스(수성3가점),053-766-9892,대구 수성구 수성동3가 332번지,,1.0
3516,계대마트,053-584-3468,대구 달서구 신당동 1804-6번지 1층,,5.0
3517,대박복권,053-641-5478,대구 달성군 다사읍 세천리 1585-2 대구 달성군 세천리 1585-2 1층,,1.0
3518,GS25(만평점),053-354-0225,대구 서구 비산동 1210-2 GS25만평점,1.0,3.0
3519,GS25(논공점),053-614-0956,대구 달성군 논공읍 북리 803-129번지,,3.0
3520,GS대명남로점,053-656-8768,대구 남구 대명5동 1713-2,,
3521,승차권판매소(북비산점),053-557-2880,대구 서구 비산동 579-3,1.0,2.0
3522,승차권판매소(화원교도소앞),053-634-2324,대구 달성군 화원읍 천내리 465-2,,1.0
3523,로또복권,053-622-6263,대구 달서구 두류3동 486-2 삼정그린빌상가 114동101호,,1.0
3524,황금아파트토큰판매소,053-765-5927,대구 수성구 황금동 368 캐슬골드파크 4단지 1403동 앞 가판,,4.0
3525,코코편의점,053-782-8377,대구 달성군 옥포면 강림리 575-1 대구 달성군 옥포면 강림리 575-1 1층,,
3526,로또동호점,053-962-5415,대구 동구 동호동 366-4 1층 CU편의점내,,3.0
3527,GS로또(남대구IC점),080-555-2525,대구 달서구 월성동 890번지 대구물류터미널 상가동 108-110호 1층 GS25편의점,,3.0
3528,대박복권,053-0000-0000,대구 달성군 화원읍 천내리 107-7 대구 달성군 성천로24길 1-19 1층,,2.0
3529,GS25(감삼점),053-566-9315,대구 달서구 감삼동 46-14번지,,1.0
3530,CU(방촌점),053-983-6555,대구 동구 방촌동 871-20번지,,2.0
3531,씨스페이스(동구혁신점),053-756-3416,대구 동구 동호동 116-1번지,,2.0
3532,GS25(신천제일점),053-753-1013,대구 동구 신천동 126-1번지,,2.0
3533,CU(대구황금초등점),053-763-6033,대구 수성구 황금동 819-14번지 수성우방팔레스,,1.0
3534,씨스페이스(두산희망점),053-765-5028,대구 수성구 두산동 133-1번지,,1.0
3535,복권세상,053-351-9440,대구 서구 비산동 883-9번지,,3.0
3536,팅크잉크토너전문점,053-257-0456,대구 동구 신천동 739-25번지 현대아파트점포5호,,3.0
3537,왕대박복권게임방,053-584-0645,"대구 달서구 신당동 682-45,47번지",1.0,2.0
3538,꽃보다로또,053-352-1730,대구 북구 태전동 993-3 영민빌딩,,
3539,로또,053-637-0027,대구 달성군 구지면 응암리 1199 반도유보라 상가 황금 부동산 내,,
3540,럭키하우스,,대구 중구 삼덕동2가 184-1 1층,,
3541,대한로또,,대구 달성군 매곡리 315 1층 104호,,
3542,씨스페이스 지산중앙점,,대구 수성구 지산1동 1276-12 씨스페이스 지산중앙점,,
3543,복권형통,,대구 수성구 범어2동 134-15 1층 복권판매점,,
3544,나눔로또판매점,,"대구 서구 비산동 434-28 제12호,제8호",,
3545,씨스페이스(개나리점),032-468-6171,인천 남동구 구월동 279-6 개나리빌딩 101호,,3.0
3546,씨스페이스(주안1-2),032-875-9944,인천 미추홀구 주안동 224-1,1.0,10.0
3547,씨스페이스(부평동아),032-502-9064,인천 부평구 부평동 546-67번지 1층,,3.0
3548,GS25(계산동경점),032-547-2018,인천 계양구 계산동 1076-7번지 도쿄프라자1층2호,5.0,15.0
3549,GS25(하이비젼점),032-428-3506,인천 남동구 구월동 1141-7번지 하이비젼빌딩101호,1.0,2.0
3550,CU(도화향기점),032-867-0725,인천 남구 도화동 119-43 1층 CU,2.0,5.0
3551,CU(인하대점),032-875-5443,인천 남구 용현동 81-38번지 5호12,,2.0
3552,CU(신동아점),032-873-1821,인천 남구 학익동 48-131번지,,4.0
3553,백령로또,,인천 옹진군 백령면 진촌리 740-1번지,,1.0
3554,일공공일복권방,032-583-1001,인천 서구 석남동 479-11번지,,1.0
3555,대박찬스,032-874-4630,인천 남구 용현동 139-24번지,,1.0
3556,복권판매점,032-424-0907,인천 남동구 간석동 269-4 1층 1호,,2.0
3557,복권마트,032-472-8439,인천 남동구 구월동 7-65번지,,3.0
3558,대농슈퍼,032-873-2800,인천 남구 주안동 15-2번지,,3.0
3559,세븐일레븐인천인하대점,032-875-7245,"인천 미추홀구 용현1,4동",,4.0
3560,행운 마트,032-888-0812,인천 중구 운남동 507-14번지,1.0,4.0
3561,서흥로또방,032-766-3639,인천 동구 화평동 350-8번지 1층,,4.0
3562,알파슈퍼,032-547-2392,인천 계양구 효성동 331-6번지,,3.0
3563,드림월드복권,032-461-4993,인천 남동구 만수동 869-8번지,,3.0
3564,한솔복권&마트,032-428-2100,인천 남구 주안동 434-1 1층 1호,2.0,7.0
3565,복슈퍼,032-551-6829,인천 계양구 계산동 988-56번지,,5.0
3566,천하명당복권방,032-555-0702,인천 계양구 효성동 305-8번지 1층,1.0,5.0
3567,찬스복권방,032-526-8707,인천 부평구 부평동 645-46번지 1층,2.0,11.0
3568,행운복권편의점,032-469-2269,인천 남동구 구월동 1302-2번지,,2.0
3569,즐거운복권방,032-867-1033,인천 남구 주안동,2.0,7.0
3570,즐거운복권방,032-867-1033,인천 남구 주안동,2.0,6.0
3571,즐거운복권방,032-867-1033,인천 남구 주안동,2.0,5.0
3572,즐거운복권방,032-867-1033,인천 남구 주안동,2.0,3.0
3573,행운복권,032-863-9619,인천 남구 주안동,2.0,7.0
3574,행운복권,032-863-9619,인천 남구 주안동,2.0,6.0
3575,행운복권,032-863-9619,인천 남구 주안동,2.0,5.0
3576,행운복권,032-863-9619,인천 남구 주안동,2.0,3.0
3577,행운복권,032-422-7911,인천 부평구 십정동 297-3,1.0,3.0
3578,복권나라(가좌사),032-578-1515,인천 서구 가좌동 129-55번지,,10.0
3579,복권나라,032-575-5550,인천 서구 석남동 586-2번지,3.0,7.0
3580,왕대박,032-882-5640,인천 남구 숭의동 105호,,6.0
3581,복권나라,032-889-2777,인천 중구 신흥동2가 16-37번지,2.0,3.0
3582,복권천국,032-883-8716,인천 남구 숭의동 201-14번지 외 1필지,,4.0
3583,복권천국,032-501-1009,인천 부평구 갈산동 172번지 양영빌딩1층,,7.0
3584,복권전문점,032-502-7960,인천 부평구 청천동 236-20번지,7.0,25.0
3585,운수대통,032-875-4439,인천 남동구 간석동 616-54번지,2.0,13.0
3586,노다지복권방,032-261-2149,인천 남구 학익동 264-6번지 외7필지125호,4.0,13.0
3587,대박복권,032-526-7648,인천 부평구 부평동 610-4번지,,3.0
3588,복권왕국,032-505-6564,인천 부평구 부개동 259-16번지,1.0,7.0
3589,세븐일레븐 부평로또점,032-818-6425,인천 부평구 부평동 760-326번지,,2.0
3590,아킬무역,032-522-1678,인천 부평구 부평동 760-377번지 101호,,
3591,장미유통,032-541-5708,인천 계양구 작전동 707-12번지,2.0,2.0
3592,동그라미슈퍼,032-863-0131,인천 남구 주안동 606-4번지,,1.0
3593,충남상회,032-766-5287,인천 남구 숭의동 106-21번지,3.0,10.0
3594,에이스복권,032-546-0471,인천 계양구 계산동 917-11번지,,2.0
3595,LG슈퍼,032-814-2310,인천 연수구 연수동 517-9번지,,
3596,장군슈퍼,032-834-1533,인천 연수구 옥련동 580-9번지,2.0,7.0
3597,인천상회,032-766-7437,인천 중구 북성동2가 9-7번지,1.0,3.0
3598,씨유 송도점,032-833-0089,인천 연수구 옥련1동 540-4 1층 CU,1.0,6.0
3599,씨유송도프라자,032-214-0789,인천 연수구 송도동 2-6번지 송도프라자108호,3.0,16.0
3600,제일슈퍼,032-816-5775,인천 연수구 동춘동 937번지 제일상가112호,3.0,17.0
3601,골든복권,032-821-4209,인천 연수구 연수동 528-13번지,,2.0
3602,수석슈퍼,032-541-2618,인천 계양구 계산동 939-1번지 상가,,3.0
3603,가정슈퍼,032-882-9506,인천 남구 도화동 81-5번지,1.0,1.0
3604,24시슈퍼,032-425-9244,인천 부평구 십정동 279-7번지,,5.0
3605,단비 복권방,,"인천 부평구 청천2동 301-29 1층111호(청천동,동아타운)",,3.0
3606,행운마트,032-429-3278,인천 부평구 십정동 355-18번지,2.0,14.0
3607,프리마트,032-435-5177,인천 남동구 간석동 395-2번지,,3.0
3608,신흥엑스포쇼핑,032-583-8531,인천 서구 가좌동 192-86,1.0,3.0
3609,대박슈퍼,032-521-9492,인천 부평구 부평동 179-14번지,1.0,5.0
3610,태화복권,032-527-5477,인천 부평구 갈산동 416 태화아파트 상가1층,,
3611,현대하이퍼,032-772-1675,인천 중구 답동 37-15번지 1층,,1.0
3612,나랑유통,032-581-5799,인천 서구 가정동 510-17 대경무역2빌딩 102호,,6.0
3613,L마트,032-577-3679,인천 서구 검암동 524-3 아카데미프라자107호,1.0,7.0
3614,복권 명가 마트,032-463-0645,인천 남동구 만수동 1075-5번지,,
3615,경기상회,032-461-1074,인천 남동구 만수동 1041-3 104호,3.0,13.0
3616,하나복권,032-464-5026,인천 남동구 만수동 906-2번지 세븐일레븐편의점내,2.0,6.0
